_id,trip_id,outbound_date,return_date,outbound_departure_time,outbound_arrival_time,outbound_flight_duration,outbound_route,outbound_airline,return_departure_time,return_arrival_time,return_flight_duration,return_route,return_airline,price,tier,outbound_airport,IATA
66625a1a41e0a51a5b39e484,8,2024-06-07,2024-06-10,6:00 am,7:50 am,3h 50m,MCI-SFO,United Airlines,2:23 pm,11:35 pm,7h 12m,SFO-MCI,United Airlines,$433,Basic Economy,MCI,SFO
66625a1a41e0a51a5b39e485,9,2024-06-07,2024-06-10,6:30 pm,12:01 am,7h 31m,MCI-SFO,United Airlines,6:55 pm,12:35 am,3h 40m,SFO-MCI,United Airlines,$433,Basic Economy,MCI,SFO
66625a1a41e0a51a5b39e486,10,2024-06-07,2024-06-10,6:29 pm,12:01 am,7h 32m,MCI-SFO,United Airlines,6:55 pm,12:35 am,3h 40m,SFO-MCI,United Airlines,$433,Basic Economy,MCI,SFO
66625a1a41e0a51a5b39e487,11,2024-06-07,2024-06-10,5:25 pm,11:05 pm,7h 40m,MCI-SFO,United Airlines,6:55 pm,12:35 am,3h 40m,SFO-MCI,United Airlines,$433,Basic Economy,MCI,SFO
66625a1a41e0a51a5b39e488,12,2024-06-07,2024-06-10,6:25 pm,9:50 pm,5h 25m,MCI-SFO,Delta,6:30 am,2:16 pm,5h 46m,SFO-MCI,Delta,$442,Basic Economy,MCI,SFO
66625a1a41e0a51a5b39e489,13,2024-06-07,2024-06-10,6:15 am,12:07 pm,7h 52m,MCI-SFO,United Airlines,6:55 pm,12:35 am,3h 40m,SFO-MCI,United Airlines,$428,Basic Economy,MCI,SFO
66625a1a41e0a51a5b39e48a,14,2024-06-07,2024-06-10,6:00 am,7:50 am,3h 50m,MCI-SFO,United Airlines,6:30 am,4:16 pm,7h 46m,SFO-MCI,United Airlines,$433,Basic Economy,MCI,SFO
66625a1a41e0a51a5b39e48b,0,2024-06-07,2024-06-10,7:00 am,10:48 am,2h 48m,MCI-EWR,United Airlines,7:55 pm,10:01 pm,3h 06m,EWR-MCI,United Airlines,$456,Basic Economy,MCI,EWR
66625a1a41e0a51a5b39e48c,1,2024-06-07,2024-06-10,4:20 pm,10:42 pm,5h 22m,MCI-EWR,American Airlines,6:10 am,11:12 am,6h 02m,EWR-MCI,American Airlines,$403,Basic Economy,MCI,EWR
66625a1a41e0a51a5b39e48d,2,2024-06-07,2024-06-10,2:59 pm,7:00 pm,3h 01m,MCI-EWR,United Airlines,7:55 pm,10:01 pm,3h 06m,EWR-MCI,United Airlines,$626,Economy,MCI,EWR
66625a1a41e0a51a5b39e48e,3,2024-06-07,2024-06-10,6:29 pm,12:55 am,5h 26m,MCI-EWR,United Airlines,7:55 pm,10:01 pm,3h 06m,EWR-MCI,United Airlines,$425,Basic Economy,MCI,EWR
66625a1a41e0a51a5b39e48f,4,2024-06-07,2024-06-10,7:00 am,10:48 am,2h 48m,MCI-EWR,United Airlines,10:30 am,2:35 pm,5h 05m,EWR-MCI,United Airlines,$649,Economy,MCI,EWR
66625a1a41e0a51a5b39e490,5,2024-06-07,2024-06-10,5:49 pm,11:01 pm,4h 12m,MCI-EWR,Delta,7:37 pm,11:58 pm,5h 21m,EWR-MCI,Delta,$456,Main Cabin,MCI,EWR
66625a1a41e0a51a5b39e491,6,2024-06-07,2024-06-10,5:49 pm,11:01 pm,4h 12m,MCI-EWR,Delta,4:14 pm,8:55 pm,5h 41m,EWR-MCI,Delta,$456,Main Cabin,MCI,EWR
66625a1a41e0a51a5b39e492,7,2024-06-07,2024-06-10,3:31 pm,9:36 pm,5h 05m,MCI-EWR,United Airlines,7:55 pm,10:01 pm,3h 06m,EWR-MCI,United Airlines,$705,Economy,MCI,EWR
66625a1a41e0a51a5b39e493,8,2024-06-07,2024-06-10,2:59 pm,7:00 pm,3h 01m,MCI-EWR,United Airlines,10:30 am,2:35 pm,5h 05m,EWR-MCI,United Airlines,$739,Economy,MCI,EWR
66625a1a41e0a51a5b39e494,9,2024-06-07,2024-06-10,4:20 pm,10:42 pm,5h 22m,MCI-EWR,American Airlines,5:59 pm,9:58 pm,4h 59m,EWR-MCI,American Airlines,$430,Basic Economy,MCI,EWR
66625a1a41e0a51a5b39e495,10,2024-06-07,2024-06-10,5:49 pm,11:01 pm,4h 12m,MCI-EWR,Delta,7:00 am,11:08 am,5h 08m,EWR-MCI,Delta,$586,Main Cabin,MCI,EWR
66625a1a41e0a51a5b39e496,11,2024-06-07,2024-06-10,3:31 pm,11:30 pm,6h 59m,MCI-EWR,United Airlines,7:55 pm,10:01 pm,3h 06m,EWR-MCI,United Airlines,$500,Basic Economy,MCI,EWR
66625a1a41e0a51a5b39e497,12,2024-06-07,2024-06-10,6:41 pm,12:59 am,5h 18m,MCI-EWR,Delta,7:37 pm,11:58 pm,5h 21m,EWR-MCI,Delta,$456,Main Cabin,MCI,EWR
66625a1a41e0a51a5b39e498,13,2024-06-07,2024-06-10,4:38 pm,10:59 pm,5h 21m,MCI-EWR,Delta,7:37 pm,11:58 pm,5h 21m,EWR-MCI,Delta,$456,Main Cabin,MCI,EWR
66625a1a41e0a51a5b39e499,14,2024-06-07,2024-06-10,5:49 pm,11:01 pm,4h 12m,MCI-EWR,Delta,5:42 pm,10:11 pm,5h 29m,EWR-MCI,Delta,$586,Main Cabin,MCI,EWR
66625a1a41e0a51a5b39e49a,15,2024-06-07,2024-06-10,3:12 pm,10:59 pm,6h 47m,MCI-EWR,United Airlines,7:55 pm,10:01 pm,3h 06m,EWR-MCI,United Airlines,$556,Basic Economy,MCI,EWR
66625a1a41e0a51a5b39e49b,0,2024-06-07,2024-06-10,2:45 pm,3:33 pm,2h 48m,MCI-PHX,American Airlines,7:10 pm,11:44 pm,2h 34m,PHX-MCI,American Airlines,$817,Main Cabin,MCI,PHX
66625a1a41e0a51a5b39e49c,1,2024-06-07,2024-06-10,6:15 am,8:40 am,4h 25m,MCI-PHX,United Airlines,4:40 pm,11:35 pm,4h 55m,PHX-MCI,United Airlines,$352,Basic Economy,MCI,PHX
66625a1a41e0a51a5b39e49d,2,2024-06-07,2024-06-10,2:45 pm,3:33 pm,2h 48m,MCI-PHX,American Airlines,9:15 am,1:56 pm,2h 41m,PHX-MCI,American Airlines,$817,Main Cabin,MCI,PHX
66625a1a41e0a51a5b39e49e,3,2024-06-07,2024-06-10,5:59 am,6:50 am,2h 51m,MCI-PHX,American Airlines,7:10 pm,11:44 pm,2h 34m,PHX-MCI,American Airlines,$817,Main Cabin,MCI,PHX
66625a1a41e0a51a5b39e49f,4,2024-06-07,2024-06-10,5:59 am,6:50 am,2h 51m,MCI-PHX,American Airlines,9:15 am,1:56 pm,2h 41m,PHX-MCI,American Airlines,$817,Main Cabin,MCI,PHX
66625a1a41e0a51a5b39e4a0,5,2024-06-07,2024-06-10,6:15 am,8:40 am,4h 25m,MCI-PHX,United Airlines,9:46 am,4:16 pm,4h 30m,PHX-MCI,United Airlines,$409,Basic Economy,MCI,PHX
66625a1a41e0a51a5b39e4a1,6,2024-06-07,2024-06-10,5:25 pm,8:25 pm,5h 00m,MCI-PHX,United Airlines,9:46 am,4:16 pm,4h 30m,PHX-MCI,United Airlines,$409,Basic Economy,MCI,PHX
66625a1a41e0a51a5b39e4a2,7,2024-06-07,2024-06-10,5:25 pm,8:25 pm,5h 00m,MCI-PHX,United Airlines,4:40 pm,11:35 pm,4h 55m,PHX-MCI,United Airlines,$352,Basic Economy,MCI,PHX
66625a1a41e0a51a5b39e4a3,8,2024-06-07,2024-06-10,6:15 am,8:40 am,4h 25m,MCI-PHX,United Airlines,6:00 am,12:37 pm,4h 37m,PHX-MCI,United Airlines,$489,Basic Economy,MCI,PHX
66625a1a41e0a51a5b39e4a4,9,2024-06-07,2024-06-10,1:50 pm,5:00 pm,5h 10m,MCI-PHX,United Airlines,9:46 am,4:16 pm,4h 30m,PHX-MCI,United Airlines,$409,Basic Economy,MCI,PHX
66625a1a41e0a51a5b39e4a5,10,2024-06-07,2024-06-10,1:50 pm,5:00 pm,5h 10m,MCI-PHX,United Airlines,4:40 pm,11:35 pm,4h 55m,PHX-MCI,United Airlines,$352,Basic Economy,MCI,PHX
66625a1a41e0a51a5b39e4a6,11,2024-06-07,2024-06-10,2:30 pm,5:54 pm,5h 24m,MCI-PHX,Delta,5:37 pm,12:30 am,4h 53m,PHX-MCI,Delta,$352,Basic Economy,MCI,PHX
66625a1a41e0a51a5b39e4a7,12,2024-06-07,2024-06-10,6:15 am,8:40 am,4h 25m,MCI-PHX,United Airlines,1:39 pm,8:34 pm,4h 55m,PHX-MCI,United Airlines,$489,Basic Economy,MCI,PHX
66625a1a41e0a51a5b39e4a8,13,2024-06-07,2024-06-10,2:45 pm,3:33 pm,2h 48m,MCI-PHX,American Airlines,12:22 pm,7:00 pm,4h 38m,PHX-MCI,American Airlines,$827,Main Cabin,MCI,PHX
66625a1a41e0a51a5b39e4a9,14,2024-06-07,2024-06-10,5:25 pm,8:25 pm,5h 00m,MCI-PHX,United Airlines,6:00 am,12:37 pm,4h 37m,PHX-MCI,United Airlines,$489,Basic Economy,MCI,PHX
66625a1a41e0a51a5b39e4aa,0,2024-06-07,2024-06-10,6:15 am,8:19 am,2h 04m,MCI-IAH,United Airlines,8:30 pm,10:29 pm,1h 59m,IAH-MCI,United Airlines,$743,Economy,MCI,IAH
66625a1a41e0a51a5b39e4ab,1,2024-06-07,2024-06-10,7:44 pm,9:53 pm,26h 09m,MCI-IAH,Frontier,10:50 pm,8:15 am,9h 25m,IAH-MCI,Frontier,$385,Economy,MCI,IAH
66625a1a41e0a51a5b39e4ac,2,2024-06-07,2024-06-10,6:30 pm,8:37 pm,2h 07m,MCI-IAH,United Airlines,8:30 pm,10:29 pm,1h 59m,IAH-MCI,United Airlines,$743,Economy,MCI,IAH
66625a1a41e0a51a5b39e4ad,3,2024-06-07,2024-06-10,8:35 am,10:45 am,2h 10m,MCI-IAH,United Airlines,8:30 pm,10:29 pm,1h 59m,IAH-MCI,United Airlines,$743,Economy,MCI,IAH
66625a1a41e0a51a5b39e4ae,4,2024-06-07,2024-06-10,3:12 pm,5:22 pm,2h 10m,MCI-IAH,United Airlines,8:30 pm,10:29 pm,1h 59m,IAH-MCI,United Airlines,$743,Economy,MCI,IAH
66625a1a41e0a51a5b39e4af,5,2024-06-07,2024-06-10,6:15 am,8:19 am,2h 04m,MCI-IAH,United Airlines,9:57 am,12:02 pm,2h 05m,IAH-MCI,United Airlines,$743,Economy,MCI,IAH
66625a1a41e0a51a5b39e4b0,6,2024-06-07,2024-06-10,6:15 am,8:19 am,2h 04m,MCI-IAH,United Airlines,12:02 pm,2:07 pm,2h 05m,IAH-MCI,United Airlines,$743,Economy,MCI,IAH
66625a1a41e0a51a5b39e4b1,7,2024-06-07,2024-06-10,6:30 pm,8:37 pm,2h 07m,MCI-IAH,United Airlines,9:57 am,12:02 pm,2h 05m,IAH-MCI,United Airlines,$743,Economy,MCI,IAH
66625a1a41e0a51a5b39e4b2,8,2024-06-07,2024-06-10,6:30 pm,8:37 pm,2h 07m,MCI-IAH,United Airlines,12:02 pm,2:07 pm,2h 05m,IAH-MCI,United Airlines,$743,Economy,MCI,IAH
66625a1a41e0a51a5b39e4b3,9,2024-06-07,2024-06-10,8:35 am,10:45 am,2h 10m,MCI-IAH,United Airlines,9:57 am,12:02 pm,2h 05m,IAH-MCI,United Airlines,$743,Economy,MCI,IAH
66625a1a41e0a51a5b39e4b4,10,2024-06-07,2024-06-10,8:35 am,10:45 am,2h 10m,MCI-IAH,United Airlines,12:02 pm,2:07 pm,2h 05m,IAH-MCI,United Airlines,$743,Economy,MCI,IAH
66625a1a41e0a51a5b39e4b5,11,2024-06-07,2024-06-10,3:12 pm,5:22 pm,2h 10m,MCI-IAH,United Airlines,12:02 pm,2:07 pm,2h 05m,IAH-MCI,United Airlines,$743,Economy,MCI,IAH
66625a1a41e0a51a5b39e4b6,12,2024-06-07,2024-06-10,3:12 pm,5:22 pm,2h 10m,MCI-IAH,United Airlines,9:57 am,12:02 pm,2h 05m,IAH-MCI,United Airlines,$743,Economy,MCI,IAH
66625a1a41e0a51a5b39e4b7,13,2024-06-07,2024-06-10,6:15 am,8:19 am,2h 04m,MCI-IAH,United Airlines,2:30 pm,4:35 pm,2h 05m,IAH-MCI,United Airlines,$813,Economy,MCI,IAH
66625a1a41e0a51a5b39e4b8,14,2024-06-07,2024-06-10,6:30 pm,8:37 pm,2h 07m,MCI-IAH,United Airlines,2:30 pm,4:35 pm,2h 05m,IAH-MCI,United Airlines,$813,Economy,MCI,IAH
66625a1a41e0a51a5b39e4b9,15,2024-06-07,2024-06-10,8:35 am,10:45 am,2h 10m,MCI-IAH,United Airlines,2:30 pm,4:35 pm,2h 05m,IAH-MCI,United Airlines,$813,Economy,MCI,IAH
66625dbe41e0a51a5b39e4ba,0,2024-06-07,2024-06-10,7:30 pm,11:34 pm,3h 04m,MCI-BOS,Delta,7:50 am,10:17 am,3h 27m,BOS-MCI,Delta,$689,Main Cabin,MCI,BOS
66625dbe41e0a51a5b39e4bb,1,2024-06-07,2024-06-10,4:46 pm,12:22 am,6h 36m,MCI-BOS,JetBlue,10:08 am,3:51 pm,6h 43m,BOS-MCI,JetBlue,$433,Blue Basic,MCI,BOS
66625dbe41e0a51a5b39e4bc,2,2024-06-07,2024-06-10,7:30 pm,11:34 pm,3h 04m,MCI-BOS,Delta,4:10 pm,6:41 pm,3h 31m,BOS-MCI,Delta,$854,Main Cabin,MCI,BOS
66625dbe41e0a51a5b39e4bd,3,2024-06-07,2024-06-10,5:49 pm,11:56 pm,5h 07m,MCI-BOS,Delta,7:50 am,10:17 am,3h 27m,BOS-MCI,Delta,$699,Main Cabin,MCI,BOS
66625dbe41e0a51a5b39e4be,4,2024-06-07,2024-06-10,7:30 pm,11:34 pm,3h 04m,MCI-BOS,Delta,6:00 am,10:14 am,5h 14m,BOS-MCI,Delta,$738,Main Cabin,MCI,BOS
66625dbe41e0a51a5b39e4bf,5,2024-06-07,2024-06-10,7:30 pm,11:34 pm,3h 04m,MCI-BOS,Delta,4:00 pm,8:53 pm,5h 53m,BOS-MCI,Delta,$699,Main Cabin,MCI,BOS
66625dbe41e0a51a5b39e4c0,6,2024-06-07,2024-06-10,7:30 pm,11:34 pm,3h 04m,MCI-BOS,Delta,2:00 pm,7:03 pm,6h 03m,BOS-MCI,Delta,$699,Main Cabin,MCI,BOS
66625dbe41e0a51a5b39e4c1,7,2024-06-07,2024-06-10,10:19 am,5:04 pm,5h 45m,MCI-BOS,Delta,7:50 am,10:17 am,3h 27m,BOS-MCI,Delta,$699,Main Cabin,MCI,BOS
66625dbe41e0a51a5b39e4c2,8,2024-06-07,2024-06-10,6:41 pm,1:31 am,5h 50m,MCI-BOS,Delta,7:50 am,10:17 am,3h 27m,BOS-MCI,Delta,$699,Main Cabin,MCI,BOS
66625dbe41e0a51a5b39e4c3,9,2024-06-07,2024-06-10,7:30 pm,11:34 pm,3h 04m,MCI-BOS,Delta,4:55 pm,10:11 pm,6h 16m,BOS-MCI,Delta,$699,Main Cabin,MCI,BOS
66625dbe41e0a51a5b39e4c4,10,2024-06-07,2024-06-10,4:38 pm,11:36 pm,5h 58m,MCI-BOS,Delta,7:50 am,10:17 am,3h 27m,BOS-MCI,Delta,$699,Main Cabin,MCI,BOS
66625dbe41e0a51a5b39e4c5,11,2024-06-07,2024-06-10,7:30 pm,11:34 pm,3h 04m,MCI-BOS,Delta,1:07 pm,4:59 pm,4h 52m,BOS-MCI,Delta,$864,Main Cabin,MCI,BOS
66625dbe41e0a51a5b39e4c6,12,2024-06-07,2024-06-10,7:30 pm,11:34 pm,3h 04m,MCI-BOS,Delta,3:25 pm,8:55 pm,6h 30m,BOS-MCI,Delta,$699,Main Cabin,MCI,BOS
66625dbe41e0a51a5b39e4c7,13,2024-06-07,2024-06-10,10:20 am,3:55 pm,4h 35m,MCI-BOS,Delta,7:50 am,10:17 am,3h 27m,BOS-MCI,Delta,$864,Main Cabin,MCI,BOS
66625dbe41e0a51a5b39e4c8,14,2024-06-07,2024-06-10,7:30 pm,11:34 pm,3h 04m,MCI-BOS,Delta,3:00 pm,8:53 pm,6h 53m,BOS-MCI,Delta,$699,Main Cabin,MCI,BOS
66625dbe41e0a51a5b39e4c9,15,2024-06-07,2024-06-10,7:30 pm,11:34 pm,3h 04m,MCI-BOS,Delta,11:00 am,3:22 pm,5h 22m,BOS-MCI,Delta,$864,Main Cabin,MCI,BOS
